depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,254,146,254,146,254,146,0.0154044,0.082042,0,254,65,138,138
1,2,0,168.5,102.5,111,111,226,126,0.0248808,0.0818906,27,127,44,88,80
2,4,0,106.75,76.5,46,46,175,175,0.0259036,0.0868912,19,71,30,45,34
3,8,2,81,64.3333,46,46,141,141,0.0133105,0.0489189,19,30,23,27,10
4,12,4,77,62.75,40,40,138,138,0.0156916,0.0598499,17,27,22,25,10
5,16,3,64,53.0769,16,16,120,120,0.0215232,0.092565,14,28,18,19,8
6,26,3,44.5217,41.1739,4,4,90,90,0.026136,0.114725,10,20,13,10,4
7,44,17,39.2593,37.1111,7,7,90,90,0.0055518,0.0350522,11,4,11,8,0
8,54,16,30.8684,30.2105,7,7,90,90,0.0115513,0.0653799,8,6,9,5,1
9,76,20,23.6786,24.4643,4,4,74,74,0.0179126,0.098354,6,7,7,3,0
10,104,25,18.8101,20.6456,4,4,61,61,0.0212995,0.123148,5,6,5,1,0
11,144,42,16.402,18.6373,7,7,41,41,0.0174365,0.12075,4,4,4,1,0
12,198,71,13.9606,16.3701,4,4,34,34,0.0111509,0.098826,4,2,4,0,0
13,240,86,11.7273,14.1753,4,4,33,33,0.0087693,0.0905273,3,2,3,0,0
14,282,117,11.1394,13.5818,4,4,25,25,0.0072552,0.0870245,3,1,3,0,0
15,318,124,9.76289,12.0979,4,4,20,20,0.0066779,0.0911408,2,1,2,0,0
16,350,128,8.31081,10.5225,4,4,14,14,0.0067764,0.101379,2,1,2,0,0
17,426,167,7.47104,9.41699,4,4,12,12,0.0058102,0.110269,2,1,1,0,0
18,478,169,6.07443,7.66019,4,4,8,9,0.0035339,0.101115,2,0,1,0,0
19,360,0,4,5,4,4,4,5,0.0079976,0.137616,2,2,1,0,0
