depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,219,127,219,127,219,127,0.0224354,0.13723,0,219,56,113,113,46
1,2,0,144,99.5,109,109,179,115,0.0217356,0.0864293,24,93,39,58,42,35
2,4,0,91.5,70.25,45,45,120,103,0.0222667,0.086506,17,54,25,30,22,24
3,8,0,68.125,57.625,29,29,102,91,0.0333711,0.135948,12,44,19,20,15,19
4,16,0,44,43.125,13,13,79,79,0.0396036,0.168258,10,25,13,9,6,13
5,32,0,31.0938,32.25,4,4,88,88,0.0549255,0.260356,7,19,9,5,4,9
6,62,0,20,22.7742,4,4,73,73,0.0503707,0.268948,5,11,6,2,1,6
7,110,0,13.3727,15.8,4,4,60,60,0.0451412,0.274425,4,7,4,0,0,4
8,158,0,10.0696,12.1772,4,4,40,40,0.0379855,0.282442,3,5,2,0,0,2
9,184,0,8.15761,10.0163,4,4,37,37,0.0287586,0.229778,3,4,2,0,0,2
10,170,0,7.03529,8.74118,4,4,32,32,0.0170223,0.160229,2,3,1,0,0,1
11,134,0,6.08955,7.76119,4,4,24,24,0.0096406,0.107896,2,2,1,0,0,1
12,78,0,5.33333,6.79487,4,4,14,14,0.0044466,0.0595698,2,2,1,0,0,1
13,30,0,4.93333,6.46667,4,4,10,10,0.0011533,0.0187564,2,2,1,0,0,1
14,8,0,4,5,4,4,4,5,0.0001354,0.0038554,2,1,1,0,0,1
