depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,833,321,833,321,833,321,0.404438,0.59847,0,833,108,302,302,78
1,2,0,465,232.5,342,163,588,588,0.812702,0.961255,40,366,67,109,101,61
2,4,0,275,166,167,138,437,437,0.410327,0.539465,31,158,44,44,27,43
3,8,0,180.25,121.75,65,65,371,371,0.433375,0.602258,22,110,30,23,15,30
4,16,0,111,86.3125,23,23,286,286,0.491869,0.710759,15,74,20,8,6,20
5,32,0,65.2188,58.875,11,11,197,197,0.396179,0.636649,10,41,13,2,2,13
6,64,0,40.9531,39.1719,5,5,191,191,0.40742,0.696974,6,25,8,1,0,8
7,120,0,24.7667,24.0833,5,5,153,153,0.251583,0.533509,5,13,4,0,0,4
8,176,0,17.733,17.5284,5,5,118,118,0.217057,0.518253,3,9,3,0,0,3
9,208,0,13.9808,14.0529,5,5,89,89,0.131628,0.401063,3,7,2,0,0,2
10,200,0,12.105,12.23,5,5,84,84,0.100547,0.328387,3,6,2,0,0,2
11,162,0,10.8148,11.1605,5,5,60,60,0.0483223,0.208302,3,5,1,0,0,1
12,130,0,9.13846,9.70769,5,5,44,44,0.0257993,0.133896,2,4,1,0,0,1
13,78,0,8.25641,8.89744,5,5,25,25,0.010902,0.068945,2,4,1,0,0,1
14,44,0,6.81818,7.63636,5,5,19,19,0.0039067,0.030692,2,3,1,0,0,1
15,12,0,6.5,7.5,5,5,11,12,0.0006857,0.0075894,2,3,1,0,0,1
16,6,0,5,6,5,5,5,6,0.0001985,0.0026746,2,2,1,0,0,1
